2023-01-10	everything looks like a nail	limit	What if the hammer is right?	you lean over my meanings edge and feel // A dizziness of the things I have not said.	Something sits at the \n limit of my cowboy senses	I think it's some kind of \n cow or horse	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2023-01-13	he's asking the horse	pronounce	I'm not even sure if that's what they're called	lohnae ranga	yesterday I saw \n a lone ranger 	am I pronouncing \n that correctly	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2023-01-16	cows know nothing about me	cows	Not absent, just out of reach	you can pull this trick on any subject matter you like	I know nothing \n about cows	or is there \n nothing about cows \n that can be known	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2023-01-24	that's cool	check	is that a horse you're riding?	check your heart too	check your hat \n before you ride out	Is there a cowboy \n wearing it?	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2023-01-31	Give yourself up to Clotho	saddle	Why else would it be so comfortable	I am exactly where I am supposed to be	I've got somewhere to be	right in \n this saddle	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2023-07-30	where am I	whose	what day is it	what's a horse	hold up	whose horse is this	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads: hold up	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads: whose horse is this	Panel One: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads - hold up. Panel Two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads - whose horse is this
2023-07-31	or not enough	legs	I wouldn't have stopped at four	either way it's a lot	four legs for one horse	too many?	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads: four legs for one horse	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads: too many?	Panel One: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads - four legs for one horse. Panel Two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads - too many?
2023-08-01	I sound like a clown	hate	It's worse when the horse does it	sometimes things are bad and that's that	yeeeow yee haw \n giddy up giddy up	I hate \n doing that	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads: yeeeow yee hawgiddy up giddy up	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads: I hatedoing that	Panel One: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads - yeeeow yee hawgiddy up giddy up. Panel Two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads - I hatedoing that
2023-08-02	I'm pretty good on a horse	backwards	I can see pretty far this high up	Kia whakatōmuri te haere whakamua	I look into the past \n and ride backwards \n into the future	weeeeee	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads: I look into the pastand ride backwardsinto the future	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads: weeeeee	Panel One: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads - I look into the pastand ride backwardsinto the future. Panel Two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads - weeeeee
2023-08-03	they should know better	fish	don't let me see you around here again	this ecosystem aint big enough to be removing even marginal numbers from its complex foodchain	go fishing, \n catch some fish	let them off \n with a warning	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads: go fishing,  catch some fish	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads: let them off  with a warning	Panel One: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads - go fishing,  catch some fish. Panel Two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads - let them off  with a warning
2023-08-06	does knowledge shine a light, or cast a shadow?	bald	now that you know how good I am	I was born bald	I'm completely bald \n beneath this hat	does that change \n anything	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads: I'm completely bald beneath this hat	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads: does that change anything	Panel One: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads - I'm completely bald beneath this hat. Panel Two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads - does that change anything
2023-08-07	once you name something you can dream about it	crime	But of the tree of the knowledge of good and evil, thou shalt not eat of it	I don't want to explain anything to a cow	there's no law here	I don't want to \n explain crime to a cow	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads: there's no law here	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads: I don't want to  explain crime to a cow	Panel One: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads - there's no law here. Panel Two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads - I don't want to  explain crime to a cow
2023-08-09	In our hearts and minds	colours	wearing a hat and smoking	I am conscious of my own identity. I was born and I shall die. I have arms and legs. I occupy a particular point in space. No other solid object can occupy the same point simultaneously. In that sense, do horses exist?	do colours exist \n the way numbers exist	or the way \n cowboys exist	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads: do colours exist the way numbers exist	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads: or the way  cowboys exist	Panel One: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads - do colours exist the way numbers exist. Panel Two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads - or the way  cowboys exist
2023-08-11	the horse part is a challenge	afraid	just a guy in the desert	first panel is an affirmation	I'm not afraid \n of cowboys	it's just a man \n riding a horse	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads: I'm not afraid of cowboys	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads: it's just a man riding a horse	Panel One: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads - I'm not afraid of cowboys. Panel Two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads - it's just a man riding a horse
2023-08-13	if it tastes bitter then spit it out	secret	what's the opposite of a great conversationalist	I'm surprised the cigarette doesn't fall right out of those loose lips	cows	I've already said \n too much	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads: cows	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads: I've already said  too much	Panel One: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads - cows. Panel Two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads - I've already said  too much
2023-08-14	and now more than ever	calendar	hard to believe but it is true	maybe next week	there's no room \n in my calendar	I am a cowboy \n all of the time	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads: there's no room  in my calendar	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads: I am a cowboy  all of the time	Panel One: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads - there's no room  in my calendar. Panel Two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads - I am a cowboy  all of the time
2023-08-17	what does that mean	vision	we see the future as we see the past: clouded by our own perception	What has been will be again, what has been done will be done again	I received a cowboy vision \n of things not yet come \n to pass	I saw myself riding a horse \n through the desert	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads: I received a cowboy vision  of things not yet come  to pass	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads: I saw myself riding a horse  through the desert	Panel One: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads - I received a cowboy vision  of things not yet come  to pass. Panel Two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads - I saw myself riding a horse  through the desert
2023-08-22	I did, and it was	reflection	ceci n'est pas un cowboy	I don't recognise the man I've become	I sat an intelligence test \n to get my cowboy license	they showed me a mirror \n to see if I thought it was \n another cowboy	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads: I sat an intelligence test  to get my cowboy license	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads: they showed me a mirror to see if I thought it was  another cowboy	Panel One: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads - I sat an intelligence test  to get my cowboy license. Panel Two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads - they showed me a mirror to see if I thought it was  another cowboy
2023-08-25	ciggarettes are my medicine	allergies	if my horse kicked me I would die	life is hell	cough cough \n cough	horse \n allergies	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads: cough cough  cough	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads: horse allergies	Panel One: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads - cough cough  cough. Panel Two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads - horse allergies
2023-08-30	and I'm right on time	time	I don't trust railway time and neither should you	horse o'clock is in the evening	I don't need a watch. \n I look at the horse's shadow \n and know	it's cowboy o'clock	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads: I don't need a watch.  I look at the horse's shadow and know	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads: it's cowboy o'clock	Panel One: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads - I don't need a watch.  I look at the horse's shadow and know. Panel Two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads - it's cowboy o'clock
2023-08-31	a change is never as good as a holiday	holiday	the longest weekend to be found	oh but the planning will be a nightmare	I'm tuckered out \n I need a holiday	maybe a long weekend \n riding around the desert	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads: I'm tuckered out  I need a holiday	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads: maybe a long weekend riding around the desert	Panel One: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads - I'm tuckered out  I need a holiday. Panel Two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads - maybe a long weekend riding around the desert
2023-09-04	sorry I don't speak horse	answer	I ask it for advice, against my better judgement	caminante, no hay camino	each morning I ask \n my horse where \n we're going	it's difficult to get \n a clear answer	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads: each morning I ask  my horse where  we're going	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads: it's difficult to get  a clear answer	Panel One: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads - each morning I ask  my horse where  we're going. Panel Two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads - it's difficult to get  a clear answer
2023-09-05	everything I do is a poem about cows	word	I am the sign and the signified	cowboy is also a verb	everything I do \n on this horse \n is a word	found under the \n dictionary definition \n of cowboy	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads: everything I do  on this horse  is a word	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads: found under the  dictionary definition of cowboy	Panel One: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads - everything I do  on this horse  is a word. Panel Two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads - found under the  dictionary definition of cowboy
2023-09-08	don't stare into the sun	eyes	I've got plenty of desert survival tips like this	deep black pools, filled with holy water	don't look a cow \n dead in the eye	too much beauty \n and kindness	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads: don't look a cow dead in the eye	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads: too much beauty and kindness	Panel One: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads - don't look a cow dead in the eye. Panel Two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads - too much beauty and kindness
2023-09-14	generalised cowboy disorder	happened	I'd be surprised, but cool about it	what wouldn't you do	what would you do	if something happened	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads: what would you do	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads: if something happened	Panel One: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads - what would you do. Panel Two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads - if something happened
2023-09-19	dust to dust!	dust	do the mahi, get the treats	David Graeber would lose his mind	all day I kick up dust	It's a good job \n and I love to do it	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads: all day I kick up dust	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads: It's a good job and I love to do it	Panel One: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads - all day I kick up dust. Panel Two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads - It's a good job and I love to do it
2023-09-22	How do you not know this	dinner	I'll try not to talk politics	with their mouths and four stomachs - another twist	I'm having a cow \n for dinner	what do cows eat?	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads: I'm having a cow for dinner	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads: what do cows eat?	Panel One: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads - I'm having a cow for dinner. Panel Two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads - what do cows eat?
2023-10-03	Can the leopard change its spots?	addiction	look at the stars, full of fault	this one is all real and happens all the time	I've got \n to stop riding around \n the desert all night	what a sublime \n night it is tonight	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads: I've got  to stop riding around  the desert all night	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads: what a sublime night it is tonight	Panel One: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads - I've got  to stop riding around  the desert all night. Panel Two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads - what a sublime night it is tonight
2023-10-08	Let there be cows	unmade	cows were made so cowboys would have something to do	antimatter and matter came from the same explosion	cows roamed nowhere \n unborn and unmade	and who do you think \n wrangled them out of \n the darkness	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads: cows roamed nowhere unborn and unmade	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads: and who do you think  wrangled them out of the darkness
2023-10-16	think of a number - less than that	counting	now I'm going to count cowboys	must have been a slow day	I counted them all	there's not as many \n cows out here as \n you might think	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads: I counted them all	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads: there's not as many  cows out here as  you might think
2023-11-02	no downsides	powers	what was the question again	my doctor, of course, wants more specificity. But I can't focus long enough to tell him.	I got kicked in the head \n by my horse	now I have powers	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads: I got kicked in the head by my horse	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads: now I have powers
2023-11-09	how is it possible	doubt	and you, you're barely anything like a cowboy	I should get a test done	I'm almost \n a cowboy	it's scary how \n close I am	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads: I'm almost a cowboy	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads: it's scary how close I am
2023-11-30	It felt pretty bad when it happened	slop	Chewing was invented by gum companies	dentists recommend slop	I rode my horse too fast \n and my teeth blew out	good thing \n I only eat slop	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads: I rode my horse too fast  and my teeth blew out	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads: good thing  I only eat slop
2023-12-10	Who is the third who walks always beside you?	count	count twice though just to be sure	always just beyond your cowboy heart	there is one more cow \n than can be counted	the cow \n in your mind	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads: there is one more cow than can be counted	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads: the cow  in your mind
2023-12-29	If it was tiny I would be in big trouble	lose	I'm a mess	If things were different, boy howdy, so would other things be	I'd lose my \n own horse	if it wasn't so big \n and easy to see	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads: I'd lose my  own horse	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads: if it wasn't so big and easy to see
2024-01-24	it's "yeehaw"	french	I don't want to say it by accident	je m'ennuie d'être une garçon de vache	what's that french word?	for when you're bored \n of being a cowboy	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Text reads: what's that french word?	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky. Text reads: for when you're bored of being a cowboy
